author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,text,language
@NayadArvind,Ameer logo ki bakchodi hum dekh ke kya karenge,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,1,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,0,ameer logo ki bakchodi hum dekh ke kya karenge,ameer logo ki bakchodi hum dekh ke kya karenge,Hinglish
@himanshusaxena8639,Kyuki shadi karne ki akal Umar nikalne ke baad aati hai,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,kyuki shadi karne ki akal umar nikalne ke baad aati hai,kyuki shadi karne ki akal umar nikalne ke baad aati hai,Hinglish
@mihirsharma0987," @himanshusaxena8639  carrier is more important than marriage...aur gande , shaitan ladka mile se tho acha single Raho ",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,"@himanshusaxena8639 carrier is more important than marriage...aur gande , shaitan ladka mile se tho acha single raho","@himanshusaxena8639 carrier is more important than marriage...aur gande , shaitan ladka mile se tho acha single raho",Hinglish
@himanshusaxena8639, @mihirsharma0987  khair wo bhi theek hai shadi ek jua hai aur main juari ,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,@mihirsharma0987 khair wo bhi theek hai shadi ek jua hai aur main juari,@mihirsharma0987 khair wo bhi theek hai shadi ek jua hai aur main juari,Hinglish
@mihirsharma0987," @himanshusaxena8639  Acha...dahej ke liye Sadi , lekin uske liye bhi tho successful bana padta hai ...package system jo hain anyway tu bhik mangeke bhi bohot kama sakta hain...juari log jitne kamte hain utna gawate bhi hain...aur kama bhi liya tho jail main ana Jana laga raheta hain ",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,"@himanshusaxena8639 acha...dahej ke liye sadi , lekin uske liye bhi tho successful bana padta hai ...package system jo hain anyway tu bhik mangeke bhi bohot kama sakta hain...juari log jitne kamte hain utna gawate bhi hain...aur kama bhi liya tho jail main ana jana laga raheta hain","@himanshusaxena8639 acha...dahej ke liye sadi , lekin uske liye bhi tho successful bana padta hai ...package system jo hain anyway tu bhik mangeke bhi bohot kama sakta hain...juari log jitne kamte hain utna gawate bhi hain...aur kama bhi liya tho jail main ana jana laga raheta hain",Hinglish
@mihirsharma0987, @Du.....249  aur ladko aur uske maa bap ke dil main ladoo khilne lagte hain mano dahej Kam bikhari ko bhiksha Diya jata hain...,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,@du.....249 aur ladko aur uske maa bap ke dil main ladoo khilne lagte hain mano dahej kam bikhari ko bhiksha diya jata hain...,@du.....249 aur ladko aur uske maa bap ke dil main ladoo khilne lagte hain mano dahej kam bikhari ko bhiksha diya jata hain...,Hinglish
@Du.....249," @mihirsharma0987  jese shadi se phele ladke bhikari hote he wese hi divorce ke baad ladki bhikari ho jati he 
Matlab apne aukat se bade family me shadi bhi karni he aur Dahej bhi nhi dena",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,@mihirsharma0987 jese shadi se phele ladke bhikari hote he wese hi divorce ke baad ladki bhikari ho jati he matlab apne aukat se bade family me shadi bhi karni he aur dahej bhi nhi dena,@mihirsharma0987 jese shadi se phele ladke bhikari hote he wese hi divorce ke baad ladki bhikari ho jati he matlab apne aukat se bade family me shadi bhi karni he aur dahej bhi nhi dena,Hinglish
@karannt,"Mensxp naam sun kar lagta nahi ki aisa content hoga.  naam sun ke lagta hai milind soman ke perfume ki ad jaisa content hoga.
Maybe isiliye subscribe nahi kar rhe. Humne to kar diya ji.",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,mensxp naam sun kar lagta nahi ki aisa content hoga. naam sun ke lagta hai milind soman ke perfume ki ad jaisa content hoga. maybe isiliye subscribe nahi kar rhe. humne to kar diya ji.,mensxp naam sun kar lagta nahi ki aisa content hoga. naam sun ke lagta hai milind soman ke perfume ki ad jaisa content hoga. maybe isiliye subscribe nahi kar rhe. humne to kar diya ji.,Hinglish
@TheMohak7,0:50 Guns and Gulaabs ka trailer dekh lo bhai.,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,0:50 guns and gulaabs ka trailer dekh lo bhai.,0:50 guns and gulaabs ka trailer dekh lo bhai.,Hinglish
@swagatsawant,"
8:15 प्यार नही.. सन्मान कहो!
PS: Guys like me exist, who'd be
OK to receive सन्मान from Ananya Pandey! ",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,2,"8:15 प्यार नही.. सन्मान कहो! ps: guys like me exist, who'd be ok to receive सन्मान from ananya pandey!","8:15 प्यार नही.. सन्मान कहो! ps: guys like me exist, who'd be ok to receive सन्मान from ananya pandey!",Hinglish
@mohitshukla9489,Muje bada bura laga ki shobhita is hotnessaur sundarta ke uppar koi tippani nahi ki gayi iss video me..,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,muje bada bura laga ki shobhita is hotnessaur sundarta ke uppar koi tippani nahi ki gayi iss video me..,muje bada bura laga ki shobhita is hotnessaur sundarta ke uppar koi tippani nahi ki gayi iss video me..,Hinglish
@mohitshukla9489,Ye dono bol rahe hai nayi jagah pe gaye hai.. Muje pakka lagta hai waiter ka kaam kar rahe hai kahi..,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,1,ye dono bol rahe hai nayi jagah pe gaye hai.. muje pakka lagta hai waiter ka kaam kar rahe hai kahi..,ye dono bol rahe hai nayi jagah pe gaye hai.. muje pakka lagta hai waiter ka kaam kar rahe hai kahi..,Hinglish
@ashutoshtiwari5228,"Kaalkoot review kardo bhai ji please.।
❤❤❤❤❤❤",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,1,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,kaalkoot review kardo bhai ji please.। ❤❤❤❤❤❤,kaalkoot review kardo bhai ji please.। ❤❤❤❤❤❤,Hinglish
@vinit_youtube,Itihaas me pehle baar kisi ne GADA ELECTRONICS k godown me baith kar review banaya hai...Congrats Bhailog ,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,1,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,9,itihaas me pehle baar kisi ne gada electronics k godown me baith kar review banaya hai...congrats bhailog,itihaas me pehle baar kisi ne gada electronics k godown me baith kar review banaya hai...congrats bhailog,Hinglish
@abhinavasharma5068,Subscription like and comment first time sab ek saath sirf pandeyji ki sachhai bolne ke liye..,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,subscription like and comment first time sab ek saath sirf pandeyji ki sachhai bolne ke liye..,subscription like and comment first time sab ek saath sirf pandeyji ki sachhai bolne ke liye..,Hinglish
@shubhambarolia2176,Bollywood kya all industries  comedy movie bhul gaya hai ,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,3,bollywood kya all industries comedy movie bhul gaya hai,bollywood kya all industries comedy movie bhul gaya hai,Hinglish
@filmprediction1min652,Lagta hai bank mai job lag gyi or lunch time mai video record ki hai ,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,2,lagta hai bank mai job lag gyi or lunch time mai video record ki hai,lagta hai bank mai job lag gyi or lunch time mai video record ki hai,Hinglish
