author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,classification,themes,sentiment,LLM Emotions (parsed),LLM Emotions Confidence,text,language
@namratasengupta6612,Even shobhita did it ,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,even shobhita did it,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,even shobhita did it,English
@ishitajoshi2765,"What goes around comes around. She wanted money by hook or crook, and for that recorded that tape, n then what, love n respect can't be forced. Her husband cheated on her, and ultimately her goal was only money, so took Khanna house in Alimony. But no one to live with her. 
Sad but true.
Asset can't be compared with Humans",99,https://www.youtube.com/watch?v=zOd0R4CcZqk,3,Life Lesson: Take Charge! | Made In Heaven Season 2 | Prime Video India,comment,0,"what goes around comes around. she wanted money by hook or crook, and for that recorded that tape, n then what, love n respect can't be forced. her husband cheated on her, and ultimately her goal was only money, so took khanna house in alimony. but no one to live with her. sad but true. asset can't be compared with humans","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Economic Empowerment""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Economic Empowerment",Negative,"Disgust, Sadness",High,"what goes around comes around. she wanted money by hook or crook, and for that recorded that tape, n then what, love n respect can't be forced. her husband cheated on her, and ultimately her goal was only money, so took khanna house in alimony. but no one to live with her. sad but true. asset can't be compared with humans",English
@LatikaVagmiBhatia,Itna zyada dramatic,275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,comment,0,itna zyada dramatic,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,itna zyada dramatic,English
@pP-nh5qk,Her Punjabi ,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,1,her punjabi,"```json
{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Neutral""
}
```",India Local Culture,Neutral,No emotion,High,her punjabi,English
@syrajatt6141,@akankshapatwari4167  oh I thought it's real Of course I know it's acting. We all know. We are just pointing out hypocrisy of these celebs who play positive roles & promote narrative of equality & speak against beauty standards but they don't follow what they preach.,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,reply,1,@akankshapatwari4167 oh i thought it's real of course i know it's acting. we all know. we are just pointing out hypocrisy of these celebs who play positive roles & promote narrative of equality & speak against beauty standards but they don't follow what they preach.,"{
  ""themes"": [
    ""Body & Beauty Standards"",
    ""Gender Norms & Dynamics""
  ],
  ""sentiment"": ""Negative""
}","Body & Beauty Standards,Gender Norms & Dynamics",Negative,"Anger, Contempt",Medium,@akankshapatwari4167 oh i thought it's real of course i know it's acting. we all know. we are just pointing out hypocrisy of these celebs who play positive roles & promote narrative of equality & speak against beauty standards but they don't follow what they preach.,English
@Du.....249,Ha per ladko ki koi bat hi nhi karega,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,ha per ladko ki koi bat hi nhi karega,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}",Gender Norms & Dynamics,Negative,Contempt,High,ha per ladko ki koi bat hi nhi karega,English
@MrFact-m2w,"What we want in movies: 
 mrunal Thakur,Tripti Dimri,Wamiqa Gabbi ❤
What we get in movies: 
Ananya Pandey, Sarah Ali Khan,Janvi Kapoor ",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,13,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,57,"what we want in movies: mrunal thakur,tripti dimri,wamiqa gabbi ❤ what we get in movies: ananya pandey, sarah ali khan,janvi kapoor","{
  ""themes"": [""Body & Beauty Standards"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Body & Beauty Standards,Gender Norms & Dynamics",Negative,Disgust,High,"what we want in movies: mrunal thakur,tripti dimri,wamiqa gabbi ❤ what we get in movies: ananya pandey, sarah ali khan,janvi kapoor",English
@mitali393,Ok.  Keep on encouraging big fat indian weddings. ,114,https://www.youtube.com/watch?v=QKQJvnnl32w,0,A Made In Heaven Baraat | Made In Heaven S2 | Prime Video India,comment,1,ok. keep on encouraging big fat indian weddings.,"{
  ""themes"": [""India Local Culture"", ""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}","India Local Culture,Body & Beauty Standards",Negative,"Contempt, Disgust",Medium,ok. keep on encouraging big fat indian weddings.,English
@PiaMia2000,Let's take a moment to appreciate how gorgeous dia Mirza looked in this series . And the beautiful Buddhist wedding too ❤,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,1,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,let's take a moment to appreciate how gorgeous dia mirza looked in this series . and the beautiful buddhist wedding too ❤,"```json
{
  ""themes"": [""India Local Culture"", ""Body & Beauty Standards""],
  ""sentiment"": ""Positive""
}
```","India Local Culture,Body & Beauty Standards",Positive,"Compassion, Pride",Medium,let's take a moment to appreciate how gorgeous dia mirza looked in this series . and the beautiful buddhist wedding too ❤,English
@arjur.parajuli5931,“you don’t need all this” when she changed her pakoda wala naak and had plastic surgery ,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,1,“you don’t need all this” when she changed her pakoda wala naak and had plastic surgery,"{
  ""themes"": [""Body & Beauty Standards"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Body & Beauty Standards,Gender Norms & Dynamics",Negative,"Contempt, Disgust",Medium,“you don’t need all this” when she changed her pakoda wala naak and had plastic surgery,English
@lazygirlrants9426,Mrunal Thakur episode took me out man. I'm still mad at the fiance.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,mrunal thakur episode took me out man. i'm still mad at the fiance.,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Anger,High,mrunal thakur episode took me out man. i'm still mad at the fiance.,English
@indipacifician3693,why is mona singh exposing what is wrong with her,11,https://www.youtube.com/watch?v=DXel1hLdkT0,0,"Made in Heaven season 2 cast on homosexuality, fun BTS moments; Mona on Laal Singh Chadha's failure",comment,0,why is mona singh exposing what is wrong with her,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Contempt,High,why is mona singh exposing what is wrong with her,English
@prince4812,"I don't like season 2 , some episodes were made without any story, illogical , the characters were same like before, only Mona singh shine out for me  as a working women and physical abuse bearer she portray her character so well. I also have same observation that they actually justified tara God digging by calling her faminist which is wrong .",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,0,"i don't like season 2 , some episodes were made without any story, illogical , the characters were same like before, only mona singh shine out for me as a working women and physical abuse bearer she portray her character so well. i also have same observation that they actually justified tara god digging by calling her faminist which is wrong .","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Gender-Based Violence""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Gender-Based Violence",Negative,"Anger, Disgust",Medium,"i don't like season 2 , some episodes were made without any story, illogical , the characters were same like before, only mona singh shine out for me as a working women and physical abuse bearer she portray her character so well. i also have same observation that they actually justified tara god digging by calling her faminist which is wrong .",English
@rushabhchalke,Why are all the Hindi content around me recently become so preachy?,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,why are all the hindi content around me recently become so preachy?,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Disgust,High,why are all the hindi content around me recently become so preachy?,English
@onceajordan,"Lol never met a hindu family  in normal life who has accepted an inter faith marriage 

Even today someone in front of me rejected a host of teej festival because she was muslim, and there you are talking about marriage and raising family",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,3,"lol never met a hindu family in normal life who has accepted an inter faith marriage even today someone in front of me rejected a host of teej festival because she was muslim, and there you are talking about marriage and raising family","{
  ""themes"": [""Caste / Intersectional"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender Norms & Dynamics",Negative,"Anger, Disgust",High,"lol never met a hindu family in normal life who has accepted an inter faith marriage even today someone in front of me rejected a host of teej festival because she was muslim, and there you are talking about marriage and raising family",English
@user-yk5xu8gr1e,If daughter is earning don't let her marry and if she isn't earning parents can't wait to get her married,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,33,if daughter is earning don't let her marry and if she isn't earning parents can't wait to get her married,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Economic Empowerment""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Economic Empowerment",Negative,"Contempt, Disgust",Medium,if daughter is earning don't let her marry and if she isn't earning parents can't wait to get her married,English
@sma4945,​ @akankshapatwari4167 are u serious. It's dumb girls like u taking gyan on feminism from movies. It's plain hypocrisy here. How old r u kid,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,reply,0,​ @akankshapatwari4167 are u serious. it's dumb girls like u taking gyan on feminism from movies. it's plain hypocrisy here. how old r u kid,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}",Gender Norms & Dynamics,Negative,"Anger, Contempt, Disgust",Medium,​ @akankshapatwari4167 are u serious. it's dumb girls like u taking gyan on feminism from movies. it's plain hypocrisy here. how old r u kid,English
@vishakhaarya7703, @advik7381  yes bro but that's an ideal thing to expect from this society.. yaha aise log milna is very tough,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,@advik7381 yes bro but that's an ideal thing to expect from this society.. yaha aise log milna is very tough,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Sadness,High,@advik7381 yes bro but that's an ideal thing to expect from this society.. yaha aise log milna is very tough,English
@shahanhasan2504,"In season 1,they stood against dowry but season 2 episode 2,what was that about?",1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,0,"in season 1,they stood against dowry but season 2 episode 2,what was that about?","{
  ""themes"": [""Caste / Intersectional"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender Norms & Dynamics",Negative,Disgust,High,"in season 1,they stood against dowry but season 2 episode 2,what was that about?",English
